證券代碼,年,月,日,收盤價(元),成交量(千股)
3095 及成,2007,4,2,171.7574,"2,921"
3099 頂倫,2007,4,2,15.8125,"3,483"
3114 好德,2007,4,2,7.4871,781
3115 寶島極,2007,4,2,22.8,921
3126 信億,2007,4,2,36.227,18
3128 昇銳,2007,4,2,25.3243,800
3130 一零四,2007,4,2,85.3397,210
3142 遠茂,2007,4,2,1.25,312
3144 新揚科,2007,4,2,43.4066,897
3162 精確,2007,4,2,13.5253,291
3171 新洲,2007,4,2,18.445,228
3188 鑫龍騰,2007,4,2,57.9843,722
3189 景碩,2007,4,2,71.9649,"8,949"
3191 和進,2007,4,2,41.1567,"2,263"
3202 樺晟,2007,4,2,22.3202,616
3205 佰研,2007,4,2,22.6927,0
3206 志豐,2007,4,2,14.7487,"2,096"
3207 耀勝,2007,4,2,17.7186,139
3209 全科,2007,4,2,3.9785,242
3211 順達,2007,4,2,20.4019,"2,221"
3213 茂訊,2007,4,2,23.0444,939
3217 優群,2007,4,2,9.3742,"4,420"
3218 大學光,2007,4,2,42.8694,353
3219 倚強科,2007,4,2,113.0526,"2,694"
3221 台嘉碩,2007,4,2,24.0494,710
3224 三顧,2007,4,2,23.0969,924
3226 至寶電,2007,4,2,45.2022,709
3227 原相,2007,4,2,193.7117,"2,162"
3228 金麗科,2007,4,2,144.5667,291
3229 晟鈦,2007,4,2,21.7335,"2,464"
3230 錦明,2007,4,2,69.3347,266
3231 緯創,2007,4,2,12.3399,"9,295"
3232 昱捷,2007,4,2,9.4191,230
3236 千如,2007,4,2,10.1843,590
3252 海灣,2007,4,2,236.9869,"3,282"
3260 威剛,2007,4,2,77.0719,"8,225"
3264 欣銓,2007,4,2,12.1003,"11,814"
3265 台星科,2007,4,2,21.2087,"11,336"
3266 昇陽,2007,4,2,16.2123,924
3268 海德威,2007,4,2,92.8555,187
3271 其樂達,2007,4,2,31.2,"4,373"
3276 宇環,2007,4,2,14.1847,81
3284 太普高,2007,4,2,5.5939,239
3288 點晶,2007,4,2,136.2183,637
3289 宜特,2007,4,2,53.7949,"3,271"
3290 東浦,2007,4,2,4.4916,134
3293 鈊象,2007,4,2,102.8451,"1,055"
3296 勝德,2007,4,2,31.5792,748
3297 杭特,2007,4,2,20.1566,378
3298 圓創,2007,4,2,51.9045,"1,512"
3299 帛漢,2007,4,2,12.8114,"1,042"
3305 昇貿,2007,4,2,29.676,769
3306 鼎天,2007,4,2,49.9512,325
3311 閎暉,2007,4,2,110.4221,"1,106"
3312 弘憶股,2007,4,2,7.8353,950
3313 斐成,2007,4,2,115.7542,"1,776"
3315 宣昶,2007,4,2,32.9872,"1,073"
3324 雙鴻,2007,4,2,21.7527,544
3325 旭品,2007,4,2,27.4593,"1,043"
3339 泰谷,2007,4,2,206.1286,405
3354 律勝,2007,4,2,15.2483,176
3356 奇偶,2007,4,2,50.1901,150
3360 尚立,2007,4,2,7.5094,498
3362 先進光,2007,4,2,16.6125,59
3367 英華達,2007,4,2,47.5405,"2,601"
3369 鐵研,2007,4,2,26.9426,391
3372 典範,2007,4,2,55.3729,"4,210"
3376 新日興,2007,4,2,74.7714,385
3380 明泰,2007,4,2,16.648,"6,090"
3388 崇越電,2007,4,2,45.4127,857
3390 旭軟,2007,4,2,7.5746,254
3402 漢科,2007,4,2,11.8237,360
3406 玉晶光,2007,4,2,93.2848,543
3419 譁裕,2007,4,2,35.6183,"2,425"
3431 長天,2007,4,2,86.614,"1,257"
3438 類比科,2007,4,2,181.1757,309
3443 創意,2007,4,2,169.0791,"1,053"
3450 聯鈞,2007,4,2,9.0852,"2,513"
3452 益通,2007,4,2,410.4833,377
3454 晶睿,2007,4,2,52.9589,"2,726"
3466 致振,2007,4,2,50.8206,"1,198"
3474 台灣美光,2007,4,2,32.4839,"9,487"
3481 群創,2007,4,2,52.5875,"14,095"
3483 力致,2007,4,2,36.9722,918
3499 環天科,2007,4,2,49.543,186
3504 揚明光,2007,4,2,42.2595,560
3701 大眾控,2007,4,2,69.961,319
3702 大聯大,2007,4,2,6.175,"10,612"
4102 永日,2007,4,2,9.5667,132
4103 百略,2007,4,2,24.2604,30
4104 佳醫,2007,4,2,30.0416,"3,276"
4105 東洋,2007,4,2,6.9384,128
4106 雃博,2007,4,2,7.5595,330
4107 邦特,2007,4,2,13.031,"4,948"
4108 懷特,2007,4,2,24.0425,294
4109 加捷生醫,2007,4,2,13.0228,"1,023"
4111 濟生,2007,4,2,8.7858,126
4113 聯上,2007,4,2,2.7923,1
4114 健喬,2007,4,2,4.4516,518
4119 旭富,2007,4,2,8.2455,118
4120 友華,2007,4,2,14.9481,267
4121 優盛,2007,4,2,12.9851,120
4123 晟德,2007,4,2,3.1006,158
4126 太醫,2007,4,2,12.0859,"2,091"
4127 天良,2007,4,2,15.8233,194
4128 中天,2007,4,2,8.9617,"2,109"
4129 聯合,2007,4,2,15.8954,547
4131 晶宇,2007,4,2,29.0332,45
4205 中華食,2007,4,2,6.8281,22
4207 環泰,2007,4,2,5.9426,621
4303 信立,2007,4,2,2.2937,544
4304 勝昱,2007,4,2,33.5605,515
4305 世坤,2007,4,2,6.2354,17
4306 炎洲,2007,4,2,6.3039,"7,725"
4401 東隆興,2007,4,2,4.8846,252
4402 福大,2007,4,2,17.6673,418
4406 新昕纖,2007,4,2,6.5507,170
4408 聯明行動,2007,4,2,10.3521,130
4413 飛寶企業,2007,4,2,174.8573,73
4414 如興,2007,4,2,17.3832,712
4415 台原藥,2007,4,2,165.9429,47
4416 三圓,2007,4,2,44.3912,15
4417 金洲,2007,4,2,10.0584,"1,963"
4419 元勝,2007,4,2,95.8334,167
4420 光明,2007,4,2,7.3283,179
4426 利勤,2007,4,2,2.7824,45
4502 健信,2007,4,2,52.0723,86
4503 金雨,2007,4,2,15.3373,105
4506 崇友,2007,4,2,5.9893,254
4510 高鋒,2007,4,2,9.2264,167
4513 福裕,2007,4,2,18.7443,323
4523 永彰,2007,4,2,16.8889,166
4526 東台,2007,4,2,18.9827,343
4527 方土霖,2007,4,2,8.5064,44
4528 江興鍛,2007,4,2,6.6019,"1,011"
4529 淳紳,2007,4,2,15.0208,239
4530 宏易,2007,4,2,23.3291,350
4532 瑞智,2007,4,2,7.4412,"1,307"
4533 協易機,2007,4,2,9.8011,"1,916"
4534 慶騰,2007,4,2,10.1918,812
4535 至興,2007,4,2,20.9672,138
4609 唐鋒,2007,4,2,5.5877,274
4702 中美實,2007,4,2,24.2123,77
4703 揚華,2007,4,2,25.5216,"5,140"
4706 大恭,2007,4,2,4.57,73
4707 磐亞,2007,4,2,6.0791,115
4711 永純,2007,4,2,11.6826,375
4712 南璋,2007,4,2,7.9386,287
4714 永捷,2007,4,2,7.8139,295
4716 大立,2007,4,2,31.9131,564
4720 德淵,2007,4,2,5.6181,43
4721 美琪瑪,2007,4,2,12.4304,827
4722 國精化,2007,4,2,5.0001,100
4801 高盛電,2007,4,2,200.8726,0
4903 聯光通,2007,4,2,13.6801,"2,354"
4904 遠傳,2007,4,2,19.6686,"8,301"
4905 台聯電,2007,4,2,13.0843,"3,242"
4906 正文,2007,4,2,37.2481,"8,848"
4907 富宇,2007,4,2,26.4915,"1,361"
4908 前鼎,2007,4,2,31.7727,"1,586"
4909 新復興,2007,4,2,26.4729,"1,334"
5007 三星,2007,4,2,11.1859,630
5009 榮剛,2007,4,2,26.342,"1,490"
5011 久陽,2007,4,2,28.2347,0
5013 強新,2007,4,2,6.7791,215
5014 建錩,2007,4,2,15.3536,855
5015 華祺,2007,4,2,7.0796,385
5016 松和,2007,4,2,6.8747,11
5017 新泰伸,2007,4,2,4.9,"2,601"
5102 富強,2007,4,2,5.8532,27
5201 凱衛,2007,4,2,9.6744,30
5202 力新,2007,4,2,11.3816,"2,778"
5203 訊連,2007,4,2,58.7692,803
5204 得捷,2007,4,2,46.6149,77
5205 中茂,2007,4,2,42.0308,0
5206 坤悅,2007,4,2,7.5164,192
5209 新鼎,2007,4,2,16.3104,686
5210 寶碩,2007,4,2,7.2673,221
5211 蒙恬,2007,4,2,20.7047,154
5212 凌網,2007,4,2,21.9389,182
5213 亞昕,2007,4,2,5.2032,109
5301 寶得利,2007,4,2,202.807,297
5302 太欣,2007,4,2,23,"1,295"
5304 鼎創達,2007,4,2,11.33,0
5305 敦南,2007,4,2,21.281,"4,828"
5306 桂盟,2007,4,2,11.3683,"2,995"
5309 系統電,2007,4,2,18.5092,"1,086"
5310 天剛,2007,4,2,12.5309,924
5312 寶島科,2007,4,2,26.1387,501
5314 世紀,2007,4,2,14.6751,"2,346"
5315 光聯,2007,4,2,12.2194,"3,313"
5317 Ｄ凱美,2007,4,2,11.8865,"2,983"
5318 威豪聯合,2007,4,2,183.0955,"2,631"
5321 美而快,2007,4,2,179.4362,"7,120"
5324 士開,2007,4,2,7.1818,24
5326 漢磊科技,2007,4,2,27.5025,"6,688"
5328 華容,2007,4,2,7.7982,"1,242"
5340 建榮,2007,4,2,7.06,734
5344 立衛,2007,4,2,10.153,54
5345 天揚,2007,4,2,30.5452,"1,748"
5346 力晶,2007,4,2,68.4575,"70,293"
5347 世界,2007,4,2,14.096,"6,565"
5348 系通,2007,4,2,48.85,962
5349 先豐,2007,4,2,6.0534,311
5351 鈺創,2007,4,2,53.4008,"11,000"
5353 台林,2007,4,2,10.1804,708
5355 佳總,2007,4,2,23.3473,"2,675"
5356 協益,2007,4,2,5.2449,"2,505"
5364 力麗店,2007,4,2,"1,671.08","2,493"
5371 中光電,2007,4,2,23.6757,"19,216"
5376 東正元,2007,4,2,0.51,11
5381 合正,2007,4,2,20.4158,"4,381"
5383 金利,2007,4,2,19.7135,941
5384 捷元,2007,4,2,9.69,"2,253"
5386 青雲,2007,4,2,31.9181,0
5387 茂德,2007,4,2,34.4764,"105,052"
5388 中磊,2007,4,2,14.7587,"3,618"
5392 能率,2007,4,2,29.3165,158
5395 圓方,2007,4,2,156.2799,5
5398 慕康生醫,2007,4,2,14.1059,274
5403 中菲,2007,4,2,4.8072,"1,583"
5410 國眾,2007,4,2,5.0051,84
5414 磐英,2007,4,2,2.1,172
5425 台半,2007,4,2,17.9233,"4,545"
5426 振發,2007,4,2,8.5422,"3,107"
5432 新門,2007,4,2,192.6648,"1,468"
5434 崇越,2007,4,2,26.7869,"2,329"
5438 東友,2007,4,2,17.5917,"2,908"
5439 高技,2007,4,2,12.2025,"1,038"
5443 均豪,2007,4,2,15.665,"3,657"
5450 南良,2007,4,2,14,609
5452 佶優,2007,4,2,8.3027,"1,987"
5455 昇益,2007,4,2,136.3486,715
5457 宣德,2007,4,2,27.7336,"2,254"
5460 同協,2007,4,2,14.126,"1,651"
5464 霖宏,2007,4,2,12.1257,173
5465 富驊,2007,4,2,17.7834,647
5466 泰林,2007,4,2,19.3898,"2,307"
5467 聯福生,2007,4,2,7,23
5468 凱鈺,2007,4,2,149.1478,"2,816"
5469 瀚宇博,2007,4,2,10.6632,"1,215"
5471 松翰,2007,4,2,34.9868,"6,565"
5474 聰泰,2007,4,2,23.2928,"1,447"
5475 德宏,2007,4,2,16.1907,"1,087"
5478 智冠,2007,4,2,35.2806,"2,259"
5480 統盟,2007,4,2,13.86,"2,615"
5481 新華,2007,4,2,24.2519,515
5483 中美晶,2007,4,2,68.9573,"9,799"
5484 慧友,2007,4,2,71.4574,"2,280"
5487 通泰,2007,4,2,10.9756,"1,978"
5488 松普,2007,4,2,17.228,"1,634"
5489 彩富,2007,4,2,12.6753,449
5490 同亨,2007,4,2,15.1696,903
5491 連展,2007,4,2,32.899,"4,125"
5492 亞智科,2007,4,2,23.1134,"1,435"
5493 三聯,2007,4,2,6.0394,934
5498 凱崴,2007,4,2,18.7167,"3,847"
5501 金腦科,2007,4,2,2.375,347
5505 和旺,2007,4,2,16.9513,4
5506 長鴻,2007,4,2,33.2049,"2,282"
5508 永信建,2007,4,2,7.6005,65
5511 德昌,2007,4,2,3.332,775
5512 力麒,2007,4,2,7.5653,"5,949"
5514 三豐,2007,4,2,6.4255,"3,063"
5515 建國,2007,4,2,5.2064,"6,321"
5516 雙喜,2007,4,2,9.4088,68
5519 隆大,2007,4,2,3.7924,43
5520 力泰,2007,4,2,8.2208,16
5521 工信,2007,4,2,9.3423,"3,971"
5522 遠雄,2007,4,2,16.7781,"2,250"
5523 豐謙,2007,4,2,28.5449,244
5525 順天,2007,4,2,10.3547,914
5529 鉅陞,2007,4,2,14.145,46
5530 龍巖,2007,4,2,14.069,511
5531 鄉林,2007,4,2,11.3973,546
5533 皇鼎,2007,4,2,6.6599,327
5534 長虹,2007,4,2,14.4708,"2,531"
5601 台聯櫃,2007,4,2,13.8794,103
5603 陸海,2007,4,2,7.5576,342
5604 中連,2007,4,2,8.3684,54
5605 遠航,2007,4,2,7.9,759
5607 遠雄港,2007,4,2,19.84,340
5608 四維航,2007,4,2,25.7234,"1,162"
5609 中菲行,2007,4,2,12.29,"1,684"
5701 劍湖山,2007,4,2,36.5699,"1,777"
5703 亞都,2007,4,2,27.6045,44
5704 老爺知,2007,4,2,25.8354,37
5706 鳳凰,2007,4,2,18.0939,325
5810 寶華,2007,4,2,2.32,"3,129"
5818 僑銀,2007,4,2,11.1,"3,774"
5820 日盛金,2007,4,2,11.6599,"2,003"
5854 合庫,2007,4,2,14.3042,"5,119"
5902 德記,2007,4,2,39.0953,200
5903 全家,2007,4,2,31.5715,7
5904 寶雅,2007,4,2,8.02,205
5905 南仁湖,2007,4,2,14.3143,"1,239"
6005 群益證,2007,4,2,7.2744,"1,864"
6008 凱基證,2007,4,2,8.625,"1,960"
6012 金鼎證,2007,4,2,8.3362,241
6015 宏遠證,2007,4,2,5.1964,918
6016 康和證,2007,4,2,5.7903,540
6020 大展證,2007,4,2,10.4277,72
6021 大慶證,2007,4,2,6.3285,120
6022 大眾證,2007,4,2,6.2133,196
6101 寬魚國際,2007,4,2,70.8209,"2,275"
6103 合邦,2007,4,2,441.7905,"2,303"
6104 創惟,2007,4,2,59.7332,"2,324"
6105 瑞傳,2007,4,2,37.9205,"1,790"
6107 華美,2007,4,2,3.9589,20
6108 競國,2007,4,2,8.0766,853
6109 亞元,2007,4,2,11.826,657
6110 艾群,2007,4,2,7.84,362
6111 大宇資,2007,4,2,23.1026,728
6112 聚碩,2007,4,2,4.4054,"1,601"
6113 亞矽,2007,4,2,7.95,246
6114 久威,2007,4,2,57.2908,"1,038"
6115 鎰勝,2007,4,2,12.7623,573
6116 彩晶,2007,4,2,8.35,"49,003"
6117 迎廣,2007,4,2,20.4471,"1,687"
6118 建達,2007,4,2,27.7062,"1,719"
6119 大傳,2007,4,2,10.2477,"4,674"
6120 達運,2007,4,2,25.0477,"10,904"
6121 新普,2007,4,2,82.3652,"8,603"
6122 擎邦,2007,4,2,9.3382,"1,109"
6123 上奇,2007,4,2,8.1649,327
6124 業強,2007,4,2,24.2689,"1,841"
6125 廣運,2007,4,2,15.5834,"1,213"
6126 信音,2007,4,2,20.2543,951
6127 九豪,2007,4,2,14.0232,"1,398"
6128 上福,2007,4,2,10.0452,"1,387"
6129 普誠,2007,4,2,28.5802,"6,775"
6130 星寶國際,2007,4,2,32.8225,57
6131 鈞泰,2007,4,2,85.3892,"1,217"
6133 金橋,2007,4,2,19.9219,"2,194"
6134 萬旭,2007,4,2,32.6214,"2,297"
6135 佳營,2007,4,2,7.3354,544
6136 富爾特,2007,4,2,4.8202,"2,243"
6138 茂達,2007,4,2,34.9926,"3,462"
6139 亞翔,2007,4,2,20.3634,447
6140 訊達,2007,4,2,10.0464,462
6141 柏承,2007,4,2,23.912,"2,502"
6142 友勁,2007,4,2,20.9152,"5,710"
6143 振曜,2007,4,2,20.5021,"1,219"
6144 得利影,2007,4,2,44.0269,51
6145 勁永,2007,4,2,40.7806,"8,150"
6146 耕興,2007,4,2,18.3019,908
6147 頎邦,2007,4,2,18.3193,"11,658"
6148 驊宏資,2007,4,2,13.5164,126
6149 禾鴻,2007,4,2,16.8773,384
6150 撼訊,2007,4,2,48.9607,"2,881"
6151 晉倫,2007,4,2,6.507,193
6152 百一,2007,4,2,17.6321,"1,190"
6153 嘉聯益,2007,4,2,16.7542,"17,947"
6154 順發,2007,4,2,27.4193,"1,194"
6155 鈞寶,2007,4,2,16.3773,"1,523"
6156 松上,2007,4,2,140.4153,"2,775"
6158 禾昌,2007,4,2,25.1237,"4,672"
6159 詮鼎,2007,4,2,16.8925,"5,136"
6160 欣技,2007,4,2,45.7888,"1,135"
6161 捷波,2007,4,2,13.1335,"2,567"
6163 華電網,2007,4,2,10.5807,"10,777"
6164 華興,2007,4,2,14.8866,"4,512"
6165 浪凡,2007,4,2,35.0504,231
6166 凌華,2007,4,2,13.4902,807
6167 久正,2007,4,2,13.6325,"4,076"
6168 宏齊,2007,4,2,22.4571,"1,430"
6169 昱泉,2007,4,2,26.5286,256
6170 統振,2007,4,2,20.2386,"1,959"
6171 大城地產,2007,4,2,8.4555,432
6172 互億,2007,4,2,30.8748,"2,209"
6173 信昌電,2007,4,2,16.086,"9,960"
6174 安碁,2007,4,2,10.7346,70
6175 立敦,2007,4,2,5.3674,682
6176 瑞儀,2007,4,2,16.2962,"3,711"
6177 達麗,2007,4,2,5.2066,"2,744"
6179 亞通,2007,4,2,24.5068,"1,387"
6180 橘子,2007,4,2,18.9922,"1,917"
6182 合晶,2007,4,2,63.038,"17,387"
6183 關貿,2007,4,2,8.129,297
6184 大豐電,2007,4,2,12.8428,568
6185 幃翔,2007,4,2,5.6174,328
6186 新潤,2007,4,2,30.7951,"1,495"
6187 萬潤,2007,4,2,14.7867,825
6188 廣明,2007,4,2,17.1289,"1,672"
6189 豐藝,2007,4,2,8.1216,"2,012"
6190 萬泰科,2007,4,2,14.4394,"4,684"
6191 精成科,2007,4,2,24.7665,"1,615"
6192 巨路,2007,4,2,22.1543,651
6194 育富,2007,4,2,35.5372,"2,426"
6195 詩肯,2007,4,2,5.9127,154
6196 帆宣,2007,4,2,12.8527,685
6197 佳必琪,2007,4,2,54.3265,"2,853"
6198 凌泰,2007,4,2,81.7012,857
6199 天品,2007,4,2,22.2296,646
6201 亞弘電,2007,4,2,10.2436,79
6202 盛群,2007,4,2,26.5281,"4,327"
6203 海韻電,2007,4,2,35.4335,69
6204 艾華,2007,4,2,16.568,228
6205 詮欣,2007,4,2,24.7011,"3,354"
6206 飛捷,2007,4,2,20.0368,736
6207 雷科,2007,4,2,14.3532,991
6208 日揚,2007,4,2,15.8144,"1,162"
6209 今國光,2007,4,2,38.5952,"1,327"
6210 慶生,2007,4,2,4.322,342
6211 福登,2007,4,2,14.7348,236
6212 理銘,2007,4,2,15.1533,"1,184"
6213 聯茂,2007,4,2,8.8498,"8,905"
6214 精誠,2007,4,2,15.9447,"4,835"
6215 和椿,2007,4,2,31.1857,822
6216 居易,2007,4,2,10.3962,"6,051"
6217 中探針,2007,4,2,8.8937,327
6218 豪勉,2007,4,2,11.9284,533
6219 富旺,2007,4,2,31.3398,25
6220 岳豐,2007,4,2,15.5167,657
6221 晉泰,2007,4,2,4.3807,820
6222 上揚,2007,4,2,66.5376,"1,670"
6223 旺矽,2007,4,2,58.5315,"1,186"
6224 聚鼎,2007,4,2,16.9124,"1,116"
6225 天瀚,2007,4,2,120.8241,"1,164"
6226 光鼎,2007,4,2,16.3357,"2,717"
6227 茂綸,2007,4,2,9.8866,"2,820"
6228 全譜,2007,4,2,19.9533,327
6229 研通,2007,4,2,15.0379,"3,955"
6230 尼得科超眾,2007,4,2,14.6155,"2,279"
6231 系微,2007,4,2,23.0924,637
6232 仕欽,2007,4,2,16.6747,"5,480"
6233 旺玖,2007,4,2,37.9269,"3,266"
6234 高僑,2007,4,2,30.6398,297
6235 華孚,2007,4,2,53.7581,"2,787"
6236 康呈,2007,4,2,36.5295,7
6237 驊訊,2007,4,2,148.8173,"3,003"
6238 勝麗,2007,4,2,20.995,50
6239 力成,2007,4,2,42.8711,"6,631"
6240 松崗,2007,4,2,566.7949,16
6241 易通展,2007,4,2,18.6663,1
6242 立康,2007,4,2,541.8964,"2,563"
6243 迅杰,2007,4,2,182.1648,"5,294"
6244 茂迪,2007,4,2,277.2613,"1,874"
6245 立端,2007,4,2,12.2007,"4,858"
6246 臺龍,2007,4,2,95.244,"2,484"
6247 淇譽電,2007,4,2,19.3566,243
6248 沛波,2007,4,2,65.6132,255
6250 宇加,2007,4,2,36.1238,"2,584"
6255 奈普,2007,4,2,39.968,"1,492"
6257 矽格,2007,4,2,8.2475,"6,725"
6259 百徽,2007,4,2,130.6528,132
6261 久元,2007,4,2,34.2266,"1,967"
6263 普萊德,2007,4,2,18.7382,610
6264 富裔,2007,4,2,25.539,881
6265 方土昶,2007,4,2,15.6805,"1,604"
6266 泰詠,2007,4,2,4.9093,684
6269 台郡,2007,4,2,6.9416,"2,679"
6270 倍微,2007,4,2,13.2428,628
6274 台燿,2007,4,2,10.7788,"2,470"
6275 元山,2007,4,2,16.0422,"1,162"
6276 安鈦克,2007,4,2,36.3572,272
6277 宏正,2007,4,2,37.4435,490
6278 台表科,2007,4,2,22.4623,813
6279 胡連,2007,4,2,15.3185,317
6280 崇貿,2007,4,2,90.1,5
6281 全國電,2007,4,2,25.9977,"1,589"
6282 康舒,2007,4,2,7.2418,"20,872"
6283 淳安,2007,4,2,41.3936,823
6284 佳邦,2007,4,2,35.2029,"4,667"
6285 啟碁,2007,4,2,25.9517,"2,526"
6286 立錡,2007,4,2,159.8227,474
6287 元隆,2007,4,2,32.1152,715
6289 華上,2007,4,2,197.3824,"3,720"
6290 良維,2007,4,2,13.0758,"5,072"
6291 沛亨,2007,4,2,258.4094,398
6292 迅德,2007,4,2,6.9101,205
6294 智基,2007,4,2,56.0374,31
6298 崴強,2007,4,2,17.4739,732
6402 基泰營,2007,4,2,7.6301,109
6505 台塑化,2007,4,2,41.1344,"4,087"
6508 惠光,2007,4,2,9.7652,534
6509 聚和,2007,4,2,18.1693,"4,390"
6603 富強鑫,2007,4,2,5.7584,"1,314"
6605 帝寶,2007,4,2,56.5714,912
6609 瀧澤科,2007,4,2,14.4273,107
8008 建興電,2007,4,2,20.6031,"9,421"
8016 矽創,2007,4,2,44.4798,"1,995"
8017 展茂,2007,4,2,1.48,374
8021 尖點,2007,4,2,31.5237,809
8024 佑華,2007,4,2,33.4817,"2,236"
8032 光菱,2007,4,2,6.8486,188
8033 雷虎,2007,4,2,33.452,"2,119"
8034 榮群,2007,4,2,21.56,"5,063"
8039 台虹,2007,4,2,21.1704,"1,900"
8042 金山電,2007,4,2,14.9848,"1,651"
8043 蜜望實,2007,4,2,21.6781,"1,614"
8044 網家,2007,4,2,15.7541,118
8046 南電,2007,4,2,129.8396,"4,089"
8047 星雲,2007,4,2,10.7301,12
8049 晶采,2007,4,2,8.3327,"5,729"
8050 廣積,2007,4,2,19.4956,"1,825"
8053 巨擘,2007,4,2,15.4662,"1,117"
8054 安國,2007,4,2,71.157,"2,024"
8064 東捷,2007,4,2,38.7844,528
8066 來思達,2007,4,2,69.4603,27
8067 志旭,2007,4,2,25.5555,51
8068 全達,2007,4,2,83.2,141
8069 元太,2007,4,2,10.2662,"18,169"
8070 長華*,2007,4,2,6.6126,867
8071 能率網通,2007,4,2,12.4366,309
8072 陞泰,2007,4,2,61.6045,155
8074 鉅橡,2007,4,2,8.4577,331
8076 伍豐,2007,4,2,84.4939,547
8077 洛碁,2007,4,2,70.4517,46
8078 華寶,2007,4,2,70.3237,"3,170"
8079 誠遠,2007,4,2,8.7728,980
8080 永利聯合,2007,4,2,53.8767,"1,324"
8081 致新,2007,4,2,85.7005,284
8082 深耕,2007,4,2,32.7578,"2,350"
8083 瑞穎,2007,4,2,14.8351,29
8084 巨虹,2007,4,2,18.2572,266
8085 福華,2007,4,2,21.1207,"2,345"
8087 華鎂鑫,2007,4,2,10.0655,121
8088 品安,2007,4,2,15.3292,"1,548"
8091 翔名,2007,4,2,17.5826,585
8092 建暐,2007,4,2,16.5959,109
8093 保銳,2007,4,2,29.0536,650
8096 擎亞,2007,4,2,10.1171,"1,296"
8097 常珵,2007,4,2,133.7805,"1,035"
8099 大世科,2007,4,2,13.4672,"1,517"
8101 華冠,2007,4,2,60.4278,"5,977"
8103 瀚荃,2007,4,2,19.9301,"2,200"
8105 凌巨,2007,4,2,20.7571,"10,880"
8107 大億金茂,2007,4,2,26.96,"2,247"
8109 博大,2007,4,2,11.1102,190
8110 華東,2007,4,2,15.7391,"7,358"
8111 立碁,2007,4,2,44.5959,"6,069"
8112 至上,2007,4,2,7.6702,"15,086"
8114 振樺電,2007,4,2,32.0245,87
8121 越峰,2007,4,2,27.6411,"2,358"
8182 加高,2007,4,2,16.4267,"2,104"
8183 精星,2007,4,2,8.7967,"1,328"
8210 勤誠,2007,4,2,9.076,957
8240 華宏,2007,4,2,70.8827,"1,680"
8249 菱光,2007,4,2,19.7591,"3,468"
8255 朋程,2007,4,2,84.6009,"2,366"
8261 富鼎,2007,4,2,39.2161,"8,388"
8266 中日新,2007,4,2,83.3744,624
8277 商丞,2007,4,2,105.4365,"2,980"
8287 英格爾,2007,4,2,7.9276,394
8299 群聯,2007,4,2,90.9314,"1,554"
8349 恒耀,2007,4,2,13.167,115
8354 冠好,2007,4,2,8.3454,205
8374 羅昇,2007,4,2,16.1405,"1,789"
8383 千附,2007,4,2,17.7925,"1,610"
8705 D 東隆,2007,4,2,25.9231,48
8905 裕國,2007,4,2,6.9569,2
8906 花王,2007,4,2,9.8152,40
8908 欣雄,2007,4,2,3.4438,2
8913 全銓,2007,4,2,1.9283,6
8916 光隆,2007,4,2,4.4661,77
8917 欣泰,2007,4,2,12.4684,5
8921 沈氏,2007,4,2,5.7899,27
8923 時報,2007,4,2,6.4182,4
8924 大田,2007,4,2,49.2584,571
8925 偉盟,2007,4,2,21.9776,"2,473"
8926 台汽電,2007,4,2,5.4244,846
8927 北基,2007,4,2,8.2231,12
8928 鉅明,2007,4,2,10.8366,670
8929 富堡,2007,4,2,2.4856,2
8930 青鋼,2007,4,2,4.902,303
8931 大汽電,2007,4,2,5.1755,147
8932 宏大,2007,4,2,10.1936,"1,258"
8933 愛地雅,2007,4,2,9.8182,"1,110"
8934 衡平,2007,4,2,89.877,1
8935 邦泰,2007,4,2,44.2624,"3,534"
8936 國統,2007,4,2,4.7663,351
8937 合騏,2007,4,2,18.6449,118
8938 明安,2007,4,2,30.772,"1,604"
8940 新天地,2007,4,2,19.841,"1,049"
8941 關中,2007,4,2,120.0089,597
8942 森鉅,2007,4,2,22.7996,"2,812"
8996 高力,2007,4,2,8.0971,334
9101 福雷電,2007,4,2,5.22,"14,011"
9102 東亞科,2007,4,2,4.75,379
9103 美德醫療-DR,2007,4,2,2.6137,201
9104 萬宇科,2007,4,2,37.2976,0
9105 泰金寶-DR,2007,4,2,4.627,"69,210"
9902 台火,2007,4,2,6.3762,176
9904 寶成,2007,4,2,16.1552,"21,836"
9905 大華,2007,4,2,8.1644,436
9906 欣巴巴,2007,4,2,2.1545,32
9907 統一實,2007,4,2,7.5039,"9,911"
9908 大台北,2007,4,2,10.0073,204
9910 豐泰,2007,4,2,8.0114,480
9911 櫻花,2007,4,2,6.3152,"5,716"
9912 偉聯,2007,4,2,7.8819,62
9914 美利達,2007,4,2,17.6088,"3,191"
9915 Ｄ億豐,2007,4,2,27.2208,"1,050"
9917 中保科,2007,4,2,24.6151,611
9918 欣天然,2007,4,2,10.4171,75
9919 康那香,2007,4,2,10.2741,416
9921 巨大,2007,4,2,25.6883,488
9922 優美,2007,4,2,1.86,19
9924 福興,2007,4,2,10.4686,181
9925 新保,2007,4,2,13.4067,38
9926 新海,2007,4,2,5.9088,30
9927 泰銘,2007,4,2,12.0949,"4,020"
9928 中視,2007,4,2,64.1072,416
9929 秋雨,2007,4,2,8.1969,335
9930 中聯資源,2007,4,2,12.3695,350
